url,seen_time,id,label
http://appleethnic.com/,2016-09-05T02:45:00,37230,benign
http://orlandomarkllcsp.com/,2016-08-19T20:42:00,67039,benign
http://viseg.com.br/data/01redi_santa08/NOVO.ATENDIMENTO.CLIENTE1/ATENDIMENTO_CADASTRO_CLIENTE.EXPIRADO2016NOVO.ACESSO.CONTA.CLIENTE/novo.acesso.cliente.preferencial2016/atendimento_24horas_cliente/index.html,2017-04-03T16:22:26,71585,malicious
http://pinturasfantasia.com/ddd/aol_update.php,2017-04-04T08:39:43,22021,malicious
